image,generated_caption
700884207.jpg,a young girl is sitting on a couch with a baby
1146938063.jpg,a man in a blue shirt is standing in a field
193225278.jpg,a man in a blue shirt is standing in front of a building
3050523266.jpg,a man sitting on a bench
3439379227.jpg,a man in a blue shirt is holding a baby
4965321595.jpg,a man in a blue shirt is standing in front of a car
123728333.jpg,a man in a blue shirt is sitting in a chair
74916401.jpg,a group of people are sitting around a table
3516087269.jpg,a man in a blue shirt is standing in front of a <unk>
5447755663.jpg,a man in a yellow shirt is working on a train
1429546659.jpg,a dog is running through a field of grass
2667943984.jpg,a man in a black shirt is sitting at a table with a laptop
2268601066.jpg,a man in a blue shirt is standing in front of a <unk>
439001264.jpg,a man in a blue shirt is riding a bicycle
3286761458.jpg,a man in a red shirt and black pants is standing in front of a crowd
455914518.jpg,a man in a red shirt is walking down the street
2372541545.jpg,a man in a black shirt is playing a guitar
5823151095.jpg,a man in a blue shirt is standing in front of a building
2796544901.jpg,a man in a black shirt is sitting on a couch
4860714178.jpg,a man in a blue shirt is standing in front of a building
4455065396.jpg,a man in a blue shirt is holding a baby
527049391.jpg,a man in a black shirt is sitting on a bench
2636514498.jpg,a little boy is playing with a toy
4956455528.jpg,a man in a blue shirt is standing in front of a <unk>
2536985327.jpg,a man in a blue shirt is working on a <unk>
185411054.jpg,a group of people are sitting on a beach
2466935377.jpg,a man in a blue shirt is sitting on a stool
4593577431.jpg,a man in a blue shirt is walking on the beach
3708748633.jpg,a man in a white shirt is standing in front of a <unk>
459579945.jpg,a group of people are sitting at a table
103625356.jpg,a man in a blue shirt is standing in front of a <unk>
2629295654.jpg,a dog runs through the grass
3353295436.jpg,a group of people are sitting at a table
3609645320.jpg,a man in a blue shirt is sitting on a bench
2762301555.jpg,a young girl in a pink shirt is walking in a field
3541141771.jpg,a man in a blue shirt is standing on a rock
2479652566.jpg,a man in a blue shirt is holding a broom
507370108.jpg,a group of people are standing in front of a large crowd
4626799348.jpg,a man in a black shirt and jeans is walking down a sidewalk
5069106250.jpg,a man in a blue shirt is sitting on a couch
2504269717.jpg,a man in a blue shirt is standing on a rock
1152274630.jpg,a group of people are walking in a field
1149179852.jpg,a man in a blue shirt is sitting on a bench
4088616577.jpg,a young girl in a pink shirt is holding a baby
3604496023.jpg,a group of people are standing in front of a large building
792362827.jpg,a man in a blue shirt is standing in front of a large crowd
973827791.jpg,a man in a blue shirt is standing on a beach
2137419658.jpg,a woman in a black dress and a woman in a black dress are walking down a sidewalk
2886225006.jpg,a group of people are walking through a field
3254662117.jpg,a woman in a black shirt and a woman in a black shirt are talking
4524828504.jpg,a man in a blue shirt is climbing a ladder
7237741388.jpg,a man in a blue shirt is standing in front of a building
1784309115.jpg,a man in a black shirt is walking down the street
4904808403.jpg,a group of people are walking in a field
5006862180.jpg,a man in a blue shirt is holding a gun
2692396013.jpg,a woman in a red shirt is standing in front of a crowd
5784245184.jpg,a man in a blue shirt is standing in a crowd of people
4831446722.jpg,a woman in a pink shirt and black pants is sitting on a couch
132966111.jpg,a group of people are standing in a field
3354200211.jpg,a group of people are standing in a crowd
4818672276.jpg,a woman in a red shirt and a woman in a red shirt are walking
156642718.jpg,a man in a blue shirt is holding a baby
24772114.jpg,a man in a blue shirt is working on a roof
5369771639.jpg,two soccer players are playing soccer
7916403012.jpg,a basketball player is playing basketball
431018958.jpg,a man in a blue shirt is jumping in the air
515165357.jpg,a man in a blue shirt is playing a game of baseball
4805613386.jpg,a young boy in a blue shirt is playing in water
4327514739.jpg,a young boy is playing with a toy
2638054798.jpg,a man in a red shirt and black pants is sitting on a bench
5754249309.jpg,a man in a black shirt is playing a game of basketball
241346260.jpg,a football player is wearing a red jersey and a baseball cap
6716031215.jpg,a basketball player is about to throw a ball
3331135046.jpg,a man in a black shirt is sitting on a couch
2505988632.jpg,a young boy is playing with a toy
1798215547.jpg,a young boy is playing with a toy
5181423725.jpg,a woman is eating a meal
154362163.jpg,a man in a blue shirt is standing on a beach
4936359688.jpg,a man in a black shirt is sitting in a chair
2694426634.jpg,a man in a blue shirt is sitting on a boat
2471493193.jpg,a young boy is playing with a toy
782680629.jpg,a man in a black shirt is playing a guitar
2582156404.jpg,a man in a blue shirt is sitting on a bench
4561852553.jpg,a man in a yellow shirt is standing on a ladder
3220140234.jpg,a man in a white shirt is playing a basketball game
455856615.jpg,a skier is racing through a puddle
2093272744.jpg,a man in a black shirt and a woman in a black shirt are sitting in a room
2337578794.jpg,a man in a blue shirt is sitting on a bench
2943772984.jpg,a man in a blue shirt is walking down a street
4955005678.jpg,a group of people are sitting on a bench
2229571601.jpg,a man in a blue shirt is standing in front of a building
3660361818.jpg,a man in a blue shirt is sitting on a bench
4714730332.jpg,a man in a black shirt and jeans is walking down a sidewalk
7455508610.jpg,a group of people are standing in front of a crowd
5840187633.jpg,a child is riding a red car
4464499575.jpg,a man in a black shirt is playing a guitar
4857278444.jpg,a group of people are walking down a street
4716415629.jpg,a woman in a pink shirt is riding a bicycle
3217583507.jpg,a man in a black shirt and jeans is walking down a street
439823342.jpg,a man in a white shirt is sitting on a bench
33972426.jpg,a man in a blue shirt is standing in a field
4309129855.jpg,a man playing a violin playing guitar
7945111122.jpg,a man in a blue shirt is riding a boat
1930975781.jpg,a man in a black shirt is playing a guitar
7883041362.jpg,a man in a blue shirt is riding a bike
367400736.jpg,a man in a blue shirt is standing in front of a building
4194358849.jpg,a man in a blue shirt is standing in front of a building
7989977964.jpg,a man in a black shirt is sitting in a chair
123866385.jpg,a man in a yellow shirt is working on a roof
2255633616.jpg,a man in a red jacket is standing in a snowy area
2599903773.jpg,a young boy is playing with a toy
283757164.jpg,a man in a blue shirt is sitting on a bench
3047144646.jpg,a group of people are walking down a path
4328537975.jpg,a man in a blue shirt is standing in front of a building
5919020.jpg,a man in a blue shirt is playing a baseball
3663336692.jpg,a man in a blue shirt is working on a loom
2166417615.jpg,a man in a blue shirt is walking on the beach
6882420474.jpg,a man in a blue shirt is fishing
2083673004.jpg,a woman in a pink shirt is holding a camera
4579080382.jpg,a man sitting on a bench
2924307251.jpg,a man in a black shirt is running down a street
6911576445.jpg,a hockey player in a red jersey is racing down the road
4431086360.jpg,a man in a black shirt and jeans is walking down the street
7966150796.jpg,a group of people are standing in a circle
1663751778.jpg,a man in a blue shirt is climbing a rock
128452798.jpg,a man in a red shirt and a woman in a red shirt are walking down a street
4690876280.jpg,a group of people are standing in front of a building
4937760215.jpg,a man in a blue shirt is standing on a bridge
7498713846.jpg,a man in a blue shirt is sitting on a bench
23017965.jpg,a man in a white shirt is playing tennis
3088979938.jpg,a man in a blue shirt is sitting in a chair
4636627093.jpg,a man in a blue shirt is standing in front of a crowd
3084749225.jpg,a man in a white shirt is standing in front of a <unk>
7260628852.jpg,a group of people are standing in a circle
2925760802.jpg,a woman in a red shirt and a woman in a pink dress are walking
2713382349.jpg,a car is driving through a race car
3265527323.jpg,a little girl is playing with a toy
3169591322.jpg,a skateboarder jumps over a ramp
7669425180.jpg,a man in a red shirt is riding a bike
61745811.jpg,a man in a blue shirt is standing in a field
4452413258.jpg,a man in a yellow shirt is walking down the street
978028673.jpg,a man in a black shirt is sitting in a chair
4845543150.jpg,a woman in a black dress is walking down the street
2972864304.jpg,a young girl in a pink jacket is walking through a field of flowers
7096517911.jpg,a man in a blue shirt is jumping in the air
189521182.jpg,a man in a blue shirt is holding a microphone
4868909807.jpg,a man in a blue shirt is standing in front of a building
2295399288.jpg,a man in a black shirt is standing in front of a building
466761566.jpg,a group of people are walking in a city
3109268897.jpg,a man in a blue shirt is working on a project
1448269321.jpg,a woman in a black shirt and black pants walking down the street
3255482333.jpg,a man in a red jacket is skiing
5512062568.jpg,a young girl is sitting on a bench
3186668412.jpg,a man in a white shirt is holding a microphone
316293396.jpg,a man in a black shirt is standing in front of a crowd
2479180530.jpg,a dog running through the water
3286045254.jpg,a basketball player dribbles the ball
2432061076.jpg,a dog is running on the beach
1338282180.jpg,a woman in a red shirt and a woman in a black shirt are walking down a street
6960441048.jpg,a person is riding a dirt bike on a dirt course
2894576909.jpg,a surfer rides a wave
4981892541.jpg,a man in a blue shirt is holding a red <unk>
8051568083.jpg,a man in a blue shirt is standing in front of a large tree
7711982100.jpg,a man in a blue shirt is doing a flip in the air
2953730430.jpg,a man in a blue shirt is standing in front of a crowd
41531588.jpg,a man in a white shirt is cooking
